name,team,position,ovr,spd,str,agi,awr,acc,jmp,cod
A.J. Turner,MINNESOTA,HB,79,91,69,87,,93,87,82
Grant Washington,MINNESOTA,HB,79,88,64,89,,91,84,87
Jalen Smith,MINNESOTA,WR,79,91,63,87,,92,88,87
Jaxon Howard,MINNESOTA,REDG,78,82,79,83,,89,84,72
Nathan Roy,MINNESOTA,LT,78,65,86,71,,76,77,53
Randell Roundtree,MINNESOTA,HB,78,88,75,87,,91,82,87
Xavier Ford,MINNESOTA,HB,78,87,74,85,,91,84,83
Tom Weston,MINNESOTA,P,77,71,48,63,,70,65,60
Zion Steptoe,MINNESOTA,WR,77,90,64,88,,91,89,86
Perry Thompson,MINNESOTA,WR,76,89,73,85,,89,87,84
Bryan Wright-Sargent,MINNESOTA,DT,75,62,90,63,,73,72,45
Donovan Lowry,MINNESOTA,WR,75,88,75,84,,88,84,81
Brett Carroll,MINNESOTA,C,74,62,90,62,,76,73,61
Kaden Helms,MINNESOTA,TE,74,81,70,82,,88,87,75
Rhyland Kelly,MINNESOTA,CB,74,88,67,87,,90,85,89
Riley Sunram,MINNESOTA,DT,74,74,87,71,,83,79,60
Aydan West,MINNESOTA,CB,73,89,54,90,,92,88,88
Bubba Ziegler,MINNESOTA,SS,73,87,75,85,,89,82,85
Holden Tuttle,MINNESOTA,RT,73,65,81,77,,81,76,54
Jaden Ball,MINNESOTA,RG,73,70,83,78,,82,78,57
Matt Kingsbury,MINNESOTA,WILL,73,80,75,77,,83,81,75
Adam Kissayi,MINNESOTA,LEDG,72,80,72,77,,88,84,71
Bennett Warren,MINNESOTA,RT,72,56,89,67,,65,69,55
Donielle Hayes,MINNESOTA,WR,72,88,61,87,,91,90,85
Edward Dillard,MINNESOTA,SS,72,86,73,82,,88,82,80
Karter Menz,MINNESOTA,REDG,72,77,73,77,,87,83,69
Kyle Mount,MINNESOTA,K,72,68,56,60,,68,72,60
Naiim Parrish,MINNESOTA,CB,72,90,46,90,,92,88,88
Naqquan Crowder,MINNESOTA,DT,72,62,83,57,,68,59,54
Tony Nelson,MINNESOTA,RG,72,59,97,69,,71,71,59
Davis Kirkpatrick,MINNESOTA,FS,71,87,70,85,,90,83,86
Emmanuel Karmo,MINNESOTA,WILL,71,83,67,84,,89,85,72
Garrison Monroe,MINNESOTA,FS,71,88,69,86,,91,85,86
Jeimer Stuckey,MINNESOTA,SS,71,88,68,87,,92,87,84
Joey Gerlach,MINNESOTA,MIKE,71,79,77,82,,87,83,76
Kameron Pate,MINNESOTA,FS,71,88,62,87,,91,86,87
Mekhai Smith,MINNESOTA,SS,71,84,84,83,,88,82,79
Mike Gerald,MINNESOTA,CB,71,87,60,87,,91,88,85
Zack Harden,MINNESOTA,SS,71,86,62,87,,89,84,85
Aaron Thomas,MINNESOTA,LT,70,64,86,59,,75,58,59
Andrew Marshall,MINNESOTA,WILL,70,77,78,78,,81,78,77
Craig Lewis-Brick,MINNESOTA,P,70,64,65,56,,61,70,54
Jay'Quan Stubbs,MINNESOTA,LEDG,70,72,80,69,,76,75,61
Jazz Webber,MINNESOTA,FS,70,88,67,88,,92,85,87
Noah Jennings,MINNESOTA,WR,70,90,60,88,,93,92,84
Scott Sweet,MINNESOTA,RT,70,61,84,74,,75,73,59
Anderson Nance,MINNESOTA,MIKE,69,78,80,80,,85,82,74
Julian Johnson,MINNESOTA,TE,69,81,70,84,,87,88,79
Pierce Walsh,MINNESOTA,TE,69,77,65,80,,81,81,77
Trevard Spearman,MINNESOTA,REDG,69,75,76,73,,85,82,66
Andre Hillman,MINNESOTA,QB,68,74,60,73,,79,72,71
Ethan Stendel,MINNESOTA,SAM,68,83,67,83,,84,79,78
Lucas Tielsch,MINNESOTA,RT,68,64,83,55,,74,60,51
Mason Carrier,MINNESOTA,WILL,68,83,94,83,,89,87,79
Max Shikenjanski,MINNESOTA,QB,68,83,51,86,,88,82,84
Michael Merdinger,MINNESOTA,QB,68,74,63,74,,80,72,73
Neeko Abram,MINNESOTA,REDG,68,76,74,76,,86,81,70
Xion Chapman,MINNESOTA,DT,68,63,78,63,,72,59,53
Darian Moore,MINNESOTA,REDG,67,76,70,77,,86,83,72
Gabriel Rhodes,MINNESOTA,CB,67,89,57,86,,91,87,86
Sid Kaba,MINNESOTA,DT,67,69,71,66,,80,76,51
Kelley Jones,MISSISSIPPI STATE,CB,91,90,72,90,,92,94,88
Fluff Bothwell,MISSISSIPPI STATE,HB,88,88,84,85,,87,82,83
Isaac Smith,MISSISSIPPI STATE,SS,86,90,75,87,,91,89,85
Anthony Evans Iii,MISSISSIPPI STATE,WR,85,94,55,92,,95,91,92
Ethan Pulliam,MISSISSIPPI STATE,P,84,72,55,68,,75,73,55
Kalvin Dinkins,MISSISSIPPI STATE,DT,84,65,88,56,,73,70,46
Kendel Dolby,MISSISSIPPI STATE,FS,84,91,60,92,,95,91,93
Kamario Taylor,MISSISSIPPI STATE,QB,83,89,77,91,,93,86,89
Ayden Williams,MISSISSIPPI STATE,WR,82,91,70,87,,90,93,87
Will Whitson,MISSISSIPPI STATE,LEDG,82,70,85,65,,80,76,55
Blake Steen,MISSISSIPPI STATE,RG,80,51,92,55,,59,58,50
Bralan Wdmack,MISSISSIPPI STATE,FS,80,91,67,91,,93,92,90
Jalen Smith,MISSISSIPPI STATE,MIKE,80,83,77,82,,88,89,78
Jaray Bledsoe,MISSISSIPPI STATE,DT,80,71,87,72,,84,79,62
Kyle Ferrie,MISSISSIPPI STATE,K,80,67,58,63,,70,71,60
Marcus Williams,MISSISSIPPI STATE,FS,80,85,68,86,,88,82,85
Trevion Williams,MISSISSIPPI STATE,LEDG,80,70,88,67,,79,77,54
Dealyn Evans,MISSISSIPPI STATE,DT,79,71,95,72,,81,75,58
Paris Hurd-Davis,MISSISSIPPI STATE,HB,79,90,74,89,,94,85,92
Canon Boone,MISSISSIPPI STATE,C,78,63,86,71,,72,71,63
Colin Coates,MISSISSIPPI STATE,DT,78,59,86,55,,65,67,47
Diesel Mdye,MISSISSIPPI STATE,DT,78,61,90,55,,69,65,50
Dj Reed,MISSISSIPPI STATE,REDG,78,68,89,66,,82,77,52
Amaree Williams,MISSISSIPPI STATE,SAM,77,83,71,84,,91,86,77
Marquis Johnson,MISSISSIPPI STATE,WR,77,95,58,91,,96,94,90
Sam West,MISSISSIPPI STATE,TE,77,79,76,80,,87,84,75
Xavier Gayten,MISSISSIPPI STATE,HB,77,87,67,86,,89,85,85
Zion Ragins,MISSISSIPPI STATE,WR,77,94,49,93,,97,84,92
Brandon Sneh,MISSISSIPPI STATE,LT,76,69,89,59,,71,64,57
Derion Gullette,MISSISSIPPI STATE,SAM,76,87,95,87,,93,91,82
Jardin Gilbert,MISSISSIPPI STATE,SS,76,91,55,93,,94,91,92
Kolin Wilson,MISSISSIPPI STATE,HB,76,88,57,87,,92,84,86
Quentin Taylor,MISSISSIPPI STATE,CB,76,90,64,90,,93,90,92
Saqoqn Miles,MISSISSIPPI STATE,RT,76,57,88,59,,68,68,53
Zayion Cotton,MISSISSIPPI STATE,TE,76,84,76,81,,86,82,77
Dj Chester,MISSISSIPPI STATE,LG,75,58,92,61,,71,71,51
Jayson Jenkins,MISSISSIPPI STATE,LEDG,75,70,86,68,,74,72,55
Aj Swann,MISSISSIPPI STATE,QB,74,76,66,77,,81,76,75
Bralon Black,MISSISSIPPI STATE,WR,74,88,73,83,,88,82,82
Dalton Toothman,MISSISSIPPI STATE,RT,74,68,81,63,,75,78,60
Dre Riley,MISSISSIPPI STATE,FS,74,89,67,87,,90,91,83
Jakheem Shumpert-Perkins,MISSISSIPPI STATE,LT,74,55,89,52,,65,71,50
Miles Mcvay,MISSISSIPPI STATE,RT,74,50,93,45,,60,59,41
Brodie Mcwhorter,MISSISSIPPI STATE,QB,73,79,59,80,,83,78,81
Cooper Crosby,MISSISSIPPI STATE,HB,73,90,72,86,,91,84,87
Kaylib Singleton,MISSISSIPPI STATE,CB,73,88,53,87,,92,91,86
Kyle Rushing,MISSISSIPPI STATE,TE,73,85,60,81,,85,89,79
Leon Noil Jr.,MISSISSIPPI STATE,RG,73,78,82,74,,83,75,55
Marshaun Evans,MISSISSIPPI STATE,WR,73,88,73,85,,89,82,85
Tico Crittendon Jr.,MISSISSIPPI STATE,DT,73,78,85,80,,78,77,66
Tyler Miller,MISSISSIPPI STATE,LT,73,63,87,63,,71,72,56
Zakari Tillman,MISSISSIPPI STATE,MIKE,73,81,78,78,,85,81,76
Jace Townsend,MISSISSIPPI STATE,CB,72,90,60,90,,93,90,87
Jayytee Taylor,MISSISSIPPI STATE,WR,72,90,62,85,,91,70,80
Kyle Johnson,MISSISSIPPI STATE,CB,72,90,42,92,,93,90,92
Matthew Weaver,MISSISSIPPI STATE,FS,72,90,62,89,,92,88,86
Micah Nickerson,MISSISSIPPI STATE,SAM,72,83,75,85,,86,88,76
Rodrick Stapleton,MISSISSIPPI STATE,FS,72,88,71,87,,91,87,88
Tanner Johnson,MISSISSIPPI STATE,SS,72,87,65,86,,90,85,86
Terrell Johnson Jr.,MISSISSIPPI STATE,CB,72,88,59,87,,89,88,84
Tyler Lockhart,MISSISSIPPI STATE,WILL,72,85,64,80,,91,87,76
Tyshun Willis,MISSISSIPPI STATE,WILL,72,85,85,76,,91,82,72
Heath Tucker,MISSISSIPPI STATE,SS,71,88,73,86,,91,85,84
Jett Jefferson,MISSISSIPPI STATE,CB,71,88,54,85,,90,88,85
Kaleb Morris,MISSISSIPPI STATE,DT,71,77,80,79,,78,72,70
Kavell Robinson,MISSISSIPPI STATE,REDG,71,75,79,73,,85,83,64
Riley Williams,MISSISSIPPI STATE,TE,71,73,83,65,,77,78,63
Bryant Woodard,MISSISSIPPI STATE,CB,70,90,57,91,,93,89,88
Camden Capehart,MISSISSIPPI STATE,WR,70,91,48,87,,89,84,88
Davon Young,MISSISSIPPI STATE,DT,70,59,84,60,,66,67,53
Jahmin Patten,MISSISSIPPI STATE,FS,70,88,74,85,,91,84,86
Aj Rice,MISSISSIPPI STATE,MIKE,69,79,78,75,,82,79,74
Lj Prudhomme,MISSISSIPPI STATE,RG,69,68,90,67,,77,77,62
Todd Maurer,MISSISSIPPI STATE,REDG,69,76,80,76,,85,80,68
Alex Burke-Jensen,MISSISSIPPI STATE,SS,68,88,63,87,,91,84,84
Fatt Forrest,MISSISSIPPI STATE,WILL,68,79,77,82,,80,84,79
Junior Henderson,MISSISSIPPI STATE,WR,68,87,58,84,,88,78,83
Tj Lockhart,MISSISSIPPI STATE,LG,68,73,85,71,,76,67,57
Kalvin Upshaw,MISSISSIPPI STATE,C,67,63,81,77,,81,76,61
Mario Nash,MISSISSIPPI STATE,C,67,72,80,70,,79,71,61
Ahmad Hardy,MISSOURI,HB,96,91,80,96,,96,88,96
Cayden Green,MISSOURI,LT,96,72,94,73,,82,76,64
Cayden Lee,MISSOURI,WR,88,94,56,93,,96,91,91
Jamal Roberts,MISSOURI,HB,87,88,82,88,,92,87,87
Brett Norfleet,MISSOURI,TE,86,82,81,82,,86,87,76
Dominick Giudice,MISSOURI,C,86,67,91,68,,77,72,60
Chris Graves Jr.,MISSOURI,CB,85,92,58,92,,94,92,89
Donovan Olugbode,MISSOURI,WR,84,89,77,88,,91,92,86
Marquis Gracial,MISSOURI,DT,84,55,94,55,,67,71,42
Darris Smith,MISSOURI,REDG,83,85,73,85,,92,86,76
Josh Atkins,MISSOURI,RT,83,67,91,65,,78,74,54
Robert Woodyard Jr.,MISSOURI,MIKE,83,85,78,84,,88,86,82
Curtis Peagler,MISSOURI,RG,82,52,93,52,,63,58,48
Jahll Florence,MISSOURI,CB,82,90,65,91,,92,94,91
Austin Simmons,MISSOURI,QB,81,85,68,87,,88,86,87
Caleb Goodie,MISSOURI,WR,81,92,50,91,,94,90,88
Sione Laulea,MISSOURI,CB,81,91,60,88,,94,90,85
Malik Bryant,MISSOURI,REDG,80,82,72,84,,87,85,78
Nicholas Rodriguez,MISSOURI,WILL,80,87,74,82,,88,84,81
Zack Owens,MISSOURI,LG,80,55,94,59,,68,59,58
Blake Craig,MISSOURI,K,79,69,52,69,,67,71,69
Donta Simpson,MISSOURI,DT,79,71,84,72,,81,75,64
Jalen Marshall,MISSOURI,DT,79,60,90,64,,70,72,53
Langden Kitchen,MISSOURI,LEDG,79,74,84,75,,79,78,70
Santana Banner,MISSOURI,SS,78,85,72,85,,88,87,83
Kenric Lanier Ii,MISSOURI,WR,77,90,71,88,,91,87,86
Shaun Terry Ii,MISSOURI,WR,77,91,51,92,,93,90,90
Cameron Keys,MISSOURI,CB,76,91,48,91,,94,91,92
Jordon Harris,MISSOURI,TE,76,77,78,80,,83,85,77
Kamauryn Morgan,MISSOURI,LEDG,76,82,65,83,,88,86,72
Naeshaun Montgomery,MISSOURI,WR,76,90,57,90,,93,85,87
Ricky Burns,MISSOURI,QB,76,83,70,85,,85,82,82
Damarion Fowlkes,MISSOURI,WR,75,89,60,90,,92,90,88
Elias Williams,MISSOURI,DT,75,75,84,77,,85,81,67
Jadon Blair,MISSOURI,FS,75,92,66,88,,92,86,89
Jason Dowell,MISSOURI,DT,75,71,83,72,,76,71,63
Max Warner,MISSOURI,HB,75,89,60,88,,87,87,86
Trajen Greco,MISSOURI,FS,75,92,60,91,,95,93,89
Xai'Shaun Edwards,MISSOURI,HB,75,91,59,91,,92,89,91
Daeden Hopkins,MISSOURI,REDG,74,82,65,82,,86,87,75
Jeremiah Beasley,MISSOURI,MIKE,74,83,73,84,,87,85,79
Juan Clayborn,MISSOURI,REDG,74,76,79,74,,84,82,65
Logan Reichert,MISSOURI,LG,74,47,92,60,,61,57,51
Bobby Washington,MISSOURI,MIKE,73,82,76,83,,88,84,77
Elijah Dotson,MISSOURI,SS,73,89,61,89,,92,90,87
Gavin Hoffman,MISSOURI,TE,73,83,65,87,,89,87,85
Jude James,MISSOURI,TE,73,81,72,80,,83,84,75
Colin Sorensen,MISSOURI,LT,72,61,84,59,,71,65,50
Greg Swift,MISSOURI,FS,72,88,62,88,,91,86,88
Jack Lange,MISSOURI,RT,72,71,83,72,,82,77,60
Kensley Louiddr-Faustin,MISSOURI,FS,72,90,51,91,,92,88,87
Malae Fonoti,MISSOURI,HB,72,90,73,87,,91,93,83
Mark Shenouda,MISSOURI,P,72,69,57,65,,61,70,62
Nick Deloach Jr.,MISSOURI,CB,72,90,59,89,,93,89,91
Nick Evers,MISSOURI,QB,72,79,59,79,,85,76,76
Tom Bates,MISSOURI,LG,72,62,83,74,,78,72,64
Braylon Ellison,MISSOURI,RG,71,69,79,71,,74,75,63
Cj Bass Iii,MISSOURI,SS,71,87,61,89,,90,92,87
Dante Mcclellan,MISSOURI,WILL,71,83,64,82,,87,85,75
Khalid Dean,MISSOURI,DT,71,64,87,65,,77,76,50
Larry Jones,MISSOURI,REDG,71,75,82,73,,84,81,64
Matt Zollers,MISSOURI,QB,71,82,63,83,,84,84,82
Mike Rutherford,MISSOURI,LT,71,59,87,71,,74,73,50
Tristan Wilson,MISSOURI,C,71,60,86,72,,75,71,61
Carl Valentine,MISSOURI,FS,70,87,71,86,,90,84,86
Evan Monroe,MISSOURI,CB,70,89,64,88,,91,87,85
Jaden Jones,MISSOURI,LEDG,70,75,75,74,,83,81,68
Jj Bush,MISSOURI,MIKE,70,88,68,83,,90,89,80
Luke Work,MISSOURI,RG,70,60,83,58,,68,60,55
Tavarius Clark-Middleton,MISSOURI,LEDG,70,70,85,69,,75,74,57
Donte Shepherd,MISSOURI,SS,69,88,71,85,,91,85,84
Brian Huff,MISSOURI,WILL,68,82,69,79,,85,82,75
Jackson Hancock,MISSOURI,FS,68,90,59,89,,92,89,86
Ricardo Armstead,MISSOURI,LG,68,57,87,68,,70,70,51
Gavin Sidwar,MISSOURI,QB,67,79,60,75,,78,81,76
Junior Bird,MISSOURI,LT,67,62,84,74,,77,75,52
Montrell Smart,MISSOURI,SS,67,88,65,85,,91,84,86
Jmariyae Robinson,MISSOURI STATE,WR,84,90,46,89,,93,88,88
Breezy Dubar,MISSOURI STATE,HB,80,94,70,86,,93,92,86
Ramone Green Jr.,MISSOURI STATE,HB,80,86,69,89,,91,85,88
Jeron Askren,MISSOURI STATE,TE,78,81,72,80,,84,84,76
Matthew Greene,MISSOURI STATE,LG,78,69,82,65,,77,70,58
Christian Ford,MISSOURI STATE,FS,77,91,65,88,,92,89,85
Josh Joyner,MISSOURI STATE,HB,76,91,52,92,,92,87,88
Josh Lukusa,MISSOURI STATE,LEDG,76,75,79,75,,79,78,66
Mekhi Miller,MISSOURI STATE,WR,76,87,63,87,,90,91,87
Connor Lair,MISSOURI STATE,HB,75,87,74,84,,91,83,82
Dylan Brooks,MISSOURI STATE,LEDG,75,83,75,79,,88,83,75
Isaiah Myers,MISSOURI STATE,WR,75,87,55,86,,88,90,84
Jared Lloyd,MISSOURI STATE,MIKE,75,80,77,77,,85,81,75
King Davis,MISSOURI STATE,HB,75,90,69,87,,92,86,86
Makai Cope,MISSOURI STATE,WR,75,86,75,84,,89,88,82
Markell Chapman,MISSOURI STATE,DT,75,72,87,63,,74,75,57
Yousef Obeid,MISSOURI STATE,K,75,67,54,64,,64,74,61
Gilles Tchio,MISSOURI STATE,DT,74,55,83,56,,67,64,47
J.J. O'Neal,MISSOURI STATE,SS,74,88,65,84,,87,87,82
Josh Deal,MISSOURI STATE,K,74,67,54,64,,64,74,61
Skyler Locklear,MISSOURI STATE,QB,74,82,56,82,,86,76,82
Witt Edwards,MISSOURI STATE,WR,74,86,75,84,,87,87,80
Camron Williams,MISSOURI STATE,CB,73,87,67,89,,91,89,88
Dylan Dixson,MISSOURI STATE,CB,73,87,69,88,,87,85,86
Kellen Lindstrom,MISSOURI STATE,REDG,73,79,72,77,,88,85,73
Malachi Madison,MISSOURI STATE,DT,73,63,84,58,,74,70,50
Henry Belin Iv,MISSOURI STATE,QB,72,84,65,82,,85,84,83
Iverson Young,MISSOURI STATE,HB,72,86,69,83,,89,84,83
Joel Boamah,MISSOURI STATE,CB,72,85,56,85,,87,85,83
Joshua Davis,MISSOURI STATE,DT,72,64,83,58,,69,68,51
Navonn Barrett,MISSOURI STATE,CB,72,88,67,89,,90,89,88
Dillon Hipp,MISSOURI STATE,TE,71,79,79,78,,81,80,72
Tim Brantley Jr.,MISSOURI STATE,DT,71,74,80,75,,78,73,74
Amare Whetsell,MISSOURI STATE,WR,70,89,63,86,,89,87,81
Devin Rutherford,MISSOURI STATE,CB,70,88,43,86,,90,86,85
Stratton Shufelt,MISSOURI STATE,MIKE,70,78,69,76,,82,74,74
Haydon Caston,MISSOURI STATE,FS,69,87,66,83,,89,85,80
Isaiah Mcmdorris,MISSOURI STATE,WR,69,90,49,91,,92,89,89
Joel Kpasou,MISSOURI STATE,CB,69,87,56,86,,89,86,84
King Large,MISSOURI STATE,RT,69,63,84,73,,74,74,55
Xavian Michel,MISSOURI STATE,FS,69,86,58,86,,88,84,81
Ben Liedtke,MISSOURI STATE,LT,68,58,82,55,,67,69,43
Brendon Mcqueen,MISSOURI STATE,WR,68,90,61,86,,88,89,83
Floyd Williams,MISSOURI STATE,CB,68,85,55,88,,87,89,86
James Rexrdat,MISSOURI STATE,TE,68,80,70,79,,80,82,74
Sean Reese,MISSOURI STATE,WR,68,88,59,88,,87,84,86
Sebastian Espinoza,MISSOURI STATE,RT,68,62,79,65,,72,65,61
Antonio Smith,MISSOURI STATE,FS,67,87,70,83,,90,83,82
Brycen Dorsey,MISSOURI STATE,WR,67,88,41,87,,89,86,83
Gionni Mcbride,MISSOURI STATE,CB,67,87,52,85,,88,83,82
Isaiah Villanueva,MISSOURI STATE,RG,67,63,83,60,,72,74,54
Makhete Gueye,MISSOURI STATE,LT,67,59,82,71,,74,72,53
Cam Nichols,NAVY,C,86,70,87,71,,79,74,64
Coleman Cauley,NAVY,MIKE,85,81,81,80,,85,83,79
Hoke Smith Ii,NAVY,RG,85,65,90,62,,74,68,56
Giuseppe Sessi,NAVY,SS,83,85,73,83,,87,82,82
Griffen Willis,NAVY,DT,82,72,82,71,,79,78,64
Luke Hutchison,NAVY,WR,82,92,67,87,,94,88,85
Irabonoise Oniha,NAVY,CB,80,88,59,87,,91,89,86
Vic Listorti,NAVY,FB,79,79,72,82,,83,71,76
Braxton Woodson,NAVY,QB,78,87,72,89,,90,88,86
Isaiah Bryant,NAVY,HB,77,91,53,90,,93,86,89
James Hartman,NAVY,QB,77,83,64,84,,85,77,83
Charles Robinson,NAVY,HB,75,88,63,86,,89,87,82
Nicholas Bell,NAVY,CB,74,86,65,85,,88,83,83
Ron Watson,NAVY,P,74,69,54,62,,68,64,61
Connor Heater,NAVY,LT,73,68,78,75,,78,72,56
Jake Polito,NAVY,LG,73,65,85,83,,73,59,54
Joshua Guerin,NAVY,WR,73,88,61,86,,90,85,83
Quinton Ezzard,NAVY,FB,72,87,74,86,,89,87,79
Bryce Allen,NAVY,CB,71,90,55,89,,92,87,88
Charlie Rhinehart,NAVY,K,71,69,48,74,,65,53,74
Jamie Sellers,NAVY,DT,70,66,82,65,,80,76,56
Job Grant,NAVY,SAM,70,82,72,79,,84,82,74
Kush'I Abraham,NAVY,FS,70,85,66,82,,87,78,80
Matt Reyes,NAVY,DT,70,73,82,67,,78,75,61
Matthew Seliga,NAVY,SS,70,84,65,84,,86,81,82
Casey Smith,NAVY,WR,69,84,68,82,,86,87,79
Chip Coleman,NAVY,RT,69,67,79,78,,82,77,55
Lamichael Cosby,NAVY,TE,69,73,81,72,,77,72,65
Lance Gossett,NAVY,K,69,67,55,56,,63,55,46
Richard Leno,NAVY,LG,69,62,80,76,,79,74,61
Trevon Radden,NAVY,HB,69,89,61,90,,95,84,90
Arthur Gary,NAVY,REDG,68,74,70,75,,83,80,73
Dwight Simms,NAVY,DT,68,65,84,67,,79,75,59
Joaquin Cruz,NAVY,TE,68,73,81,71,,77,72,67
Keenan Posey,NAVY,LEDG,68,66,84,66,,72,68,52
Brennan Hall,NAVY,QB,67,83,52,87,,89,82,87
Gilbert Baptiste,NAVY,HB,67,87,65,85,,91,82,85
Isaac Bunker,NAVY,RG,67,57,84,57,,66,59,50
Zhaire Hoskins,NAVY,REDG,67,71,83,70,,77,75,59
Victor Snow,NC STATE,WR,88,92,51,93,,95,86,91
Brian Nelson Ii,NC STATE,CB,87,89,66,93,,92,90,92
Cj Bailey,NC STATE,QB,84,84,75,85,,86,87,83
King Mack,NC STATE,FS,84,98,64,91,,94,92,87
Teague Andersen,NC STATE,RT,82,58,95,54,,68,71,52
Harvey Dyson,NC STATE,SAM,81,83,83,83,,87,79,74
Ito Ferguson,NC STATE,LEDG,81,71,84,71,,78,75,60
Jayden Scott,NC STATE,HB,81,91,77,84,,94,88,84
Keenan Jackson,NC STATE,WR,81,90,67,91,,90,90,88
Davidon Gause,NC STATE,HB,80,88,75,84,,90,81,83
Davidon Dozier,NC STATE,WR,79,87,72,85,,87,90,82
Joshisa Trader,NC STATE,WR,79,93,57,91,,93,93,88
Teddy Hoffmann,NC STATE,WR,79,90,54,88,,91,89,87
Kanoah Vinesett,NC STATE,K,78,65,43,65,,66,73,56
Isaiah Shirley,NC STATE,DT,77,72,83,72,,78,79,66
Jimarion Mccrimon,NC STATE,LT,77,68,84,67,,76,77,55
Joseph Adedire,NC STATE,LEDG,77,81,77,78,,88,80,72
Popo Aguirre,NC STATE,MIKE,77,84,77,84,,89,85,78
Spike Sowells,NC STATE,RG,77,66,84,70,,75,75,60
Xavier Winfrey,NC STATE,HB,77,90,75,88,,94,87,90
Jackson Vick,NC STATE,CB,76,87,57,90,,90,89,89
Josiah Victor,NC STATE,DT,76,57,90,53,,65,68,51
Katron Evans,NC STATE,DT,76,55,87,50,,70,71,45
Ondre Evans,NC STATE,CB,76,96,67,91,,96,92,89
Vander Ploog,NC STATE,TE,76,83,67,82,,87,89,75
Amiri Acker,NC STATE,WR,74,91,59,88,,90,89,86
Antonio Franklin-Thomas,NC STATE,LEDG,74,72,83,72,,80,76,61
Billy Hallsdale,NC STATE,P,74,69,56,63,,73,78,62
Chance Robinson,NC STATE,WR,74,89,69,86,,92,95,87
Da'Kaari Nelson,NC STATE,WILL,74,88,78,85,,90,87,83
Danny Lundberg,NC STATE,LEDG,74,71,85,72,,79,75,63
Jackson Waller,NC STATE,P,74,65,53,52,,65,68,43
Jai'Lun Hampton,NC STATE,LT,74,54,93,51,,61,58,44
Tk Whitset,NC STATE,RT,74,72,78,73,,79,74,63
Will Wilson,NC STATE,QB,74,87,72,87,,88,89,86
Chase Bond,NC STATE,REDG,73,75,82,75,,82,78,70
Je'Rel Bolder,NC STATE,WR,73,87,73,86,,89,88,84
Jonathan Kraemer,NC STATE,FS,73,88,63,87,,91,84,88
Kamen Smith,NC STATE,LG,73,58,91,51,,69,67,45
Nick Konieczyski,NC STATE,K,73,68,53,61,,65,55,55
Rico Jackson,NC STATE,RG,73,58,90,57,,67,64,48
Tristan Teasdell,NC STATE,SS,73,87,59,85,,90,86,84
Aj Prim,NC STATE,DT,72,74,76,75,,79,81,73
Asaad Brown Jr.,NC STATE,CB,72,90,60,91,,93,91,89
Caden Gordon,NC STATE,CB,72,87,56,87,,91,88,87
Coleson Fields,NC STATE,HB,72,87,65,85,,88,86,86
Daniel Cruz,NC STATE,C,72,59,84,72,,73,71,61
Jamiel Perry,NC STATE,CB,72,90,60,89,,93,89,86
Preston Douglas,NC STATE,TE,72,79,72,81,,83,84,77
Quashawn Prentice,NC STATE,WILL,72,79,77,83,,88,85,77
Ronnie Royal Iii,NC STATE,SS,72,90,54,90,,94,89,87
Adrian Farrow,NC STATE,REDG,71,77,79,76,,81,81,69
Aj Richardson,NC STATE,MIKE,71,82,84,81,,83,83,78
Rylan Vann,NC STATE,C,71,63,90,74,,79,73,51
Tad Hudson,NC STATE,QB,71,75,67,73,,78,72,73
Tyren Travers,NC STATE,MIKE,71,79,81,81,,87,82,76
Donovan Krandall,NC STATE,SS,70,88,65,85,,91,86,83
Hunter Providence,NC STATE,TE,70,77,78,78,,84,81,72
Randy Grasso,NC STATE,REDG,70,73,81,71,,81,79,60
Robert Lerner,NC STATE,SS,70,87,72,86,,90,82,85
Ashton Locklear,NC STATE,WR,69,87,52,86,,87,84,85
Edward Boothe,NC STATE,LG,69,64,81,77,,82,77,50
Garrett Mcvay,NC STATE,DT,69,64,83,63,,77,74,51
Jamon Bostick,NC STATE,REDG,69,73,81,71,,81,79,64
Sterling Dixon,NC STATE,SAM,69,83,68,82,,90,86,76
Yousef Mugharbil,NC STATE,LG,69,52,87,50,,64,66,44
Brody Barnhardt,NC STATE,FS,68,87,63,84,,89,83,84
Chad Bolling,NC STATE,SS,68,88,69,85,,91,86,83
Connor Doyle,NC STATE,RT,68,57,88,69,,68,70,53
Donald Hilbers,NC STATE,K,68,68,54,64,,64,58,64
Ty White,NC STATE,FS,68,87,60,86,,91,83,87
Zane Williams,NC STATE,MIKE,68,78,81,75,,82,79,74
Joshuwa Washington,NC STATE,LT,67,63,85,75,,77,73,52
Todd Mazza,NC STATE,DT,67,67,84,64,,81,77,53
Justin Evans,NEBRASKA,C,91,68,93,67,,81,65,60
Owen Chambliss,NEBRASKA,WILL,89,84,79,87,,89,84,80
Anthony Colandrea,NEBRASKA,QB,87,85,63,85,,88,81,84
Jacory Barney Jr.,NEBRASKA,WR,87,93,53,93,,95,88,94
Nyziah Hunter,NEBRASKA,WR,86,95,67,90,,93,96,88
Elijah Pritchett,NEBRASKA,LT,85,68,93,65,,77,71,52
Kwazi Gilmer,NEBRASKA,WR,85,91,60,91,,91,91,90
Vincent Shavers Jr.,NEBRASKA,MIKE,85,85,77,82,,89,83,78
Andrew Marshall,NEBRASKA,CB,84,90,65,88,,90,89,88
Williams Nwaneri,NEBRASKA,REDG,83,79,88,75,,88,84,66
